Código proyecto,Nombre proyecto,Cliente,Industria,Categoría principal,Participantes,Tags,Contraparte,Cargo contraparte,Fecha Inicio,Fecha término,Resumen proyecto,Link,Modificado por,Creado,Modificado,Encargado de proyecto N°1 (Creador Proyecto/Modificador PREZ Antiguo),Encargado de proyecto N°2 (Participante Antiguo),Encargado de proyecto N°3 (Modificador PREZ reciente)
CHU03,Talleres dilemas capítulo 12 y 15,Codelco División Chuquicamata,Minería,Gestión del cambio,"[""Por Definir""]","[""Modelo operativo"","" Desarrollo de equipo ejecutivo"","" Plan de implementación"","" Estrategia"","" Gestión del cambio"","" Organización"","" Minería subterránea"","" Codelco"","" Formación""]",Por Definir,,,,"El proyecto se enfoca en la instalación de un nuevo modelo de operación de minería subterránea en Codelco, con la participación de diferentes divisiones. Se busca identificar y resolver dilemas operativos y de mantenimiento, así como diseñar la estructura organizacional y el plan de implementación para la fase de instalación y puesta en marcha.",/:f:/s/Proyectos-TheHouse/ElC1AFArm79OuJHeQhPKwKYBNoD8_iHB9KmbNGe1cJQOYg?e=Q9IFXt,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 8:58 AM,,,
CHU04,STC Extraordinario,Codelco División Chuquicamata,Minería,Rediseño organizacional y gobernanza,"[""Por Definir""]","[""Desarrollo ejecutivo"","" Diseño organizacional"","" Estrategia"","" Gestión del cambio"","" Plan de implementación"","" Benchmark"","" Entrevista"","" Modelo operativo"","" Reclutamiento""]",Por Definir,,,,"Se propone un plan de trabajo de tres semanas de apoyo a la GDMS en la preparación de un STC extraordinario para el desarrollo del equipo ejecutivo, incluyendo diseño organizacional y estrategia.",/:f:/s/Proyectos-TheHouse/ElDc0Z7OVPhGlUsrGk0lZJIBbMVHoJVzo3pgYtSDtTNz3w?e=DLAMuj,Josue Meneses,12/10/2024 11:29 AM,7/31/2026 7:47 AM,Sebastián Camus Solari,,
CHU05,Gestión de contratistas,Codelco División Chuquicamata,Minería,Eficiencia operacional,"[""Por Definir""]","[""Productividad"","" Contratistas"","" Reducción de FTEs"","" PMO"","" Gestión de contratos"","" Ajustes"","" Implementación"","" Optimización de procesos"","" Seguimiento""]",Por Definir,,,,Programa de productividad de contratistas de Codelco para reducir 1.075 FTEs. Diseño de PMO para seguimiento de ajustes y consolidación de reducciones por gerencia.,/:f:/s/Proyectos-TheHouse/EiNaRexQjeFMt2YQaDVkJIkBsdm9cDxvSUe4m9n8wxiWrg?e=5gUL0S,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 8:59 AM,,,
CHU06,Taller Sindicatos (Transformación),Codelco División Chuquicamata,Minería,Gestión del cambio,"[""Por Definir""]","[""Alineamiento ejecutivo"","" Desarrollo ejecutivo"","" Plan de implementación"","" Gestión del cambio"","" Estrategia"","" Comunicación"","" Transformación organizacional"","" Modelo organizacional"","" Gestión de stakeholders""]",Por Definir,,,,"Proyecto de alineamiento ejecutivo para la transformación de la División Chuquicamata de Codelco. Se diseñó un plan de transformación y gestión de stakeholders, con énfasis en la estrategia de aproximación con los DDSS y el rol del equipo ejecutivo en la transformación organizacional.",/:f:/s/Proyectos-TheHouse/EqvXwvq2tbVAguL2wX-0uisBUEEScIHxhJCrp24_CFHJXA?e=xGmI1b,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 8:59 AM,,,
CLA01,Gestión de clima gerencias críticas,Caja Los Andes,Servicios financieros,Gestión del cambio,"[""Por Definir""]","[""Clima laboral"","" Liderazgo"","" Procesos de personas"","" Comunicación estratégica"","" Sistema organizacional"","" Coaching ejecutivo"","" Desarrollo de carrera"","" Reconocimiento"","" Equidad interna""]",Por Definir,,,,"Proyecto de clima laboral para mejorar el ambiente de trabajo en las gerencias críticas de la empresa. Se identificaron desafíos en liderazgo, procesos de personas, comunicación estratégica y sistema organizacional.",/:f:/s/Proyectos-TheHouse/ErduTGlbn05LnWjafqL5fxEBt8dWwjuxik_TZoywiqoQ1w?e=tebyrr,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 9:00 AM,,,
CMPC02,Modelo operativo Security,CMPC,Recursos naturales,Eficiencia operacional,"[""Andrés Justiniano"",""Alejandra Loyola"",""Joaquín Moncada"",""Gastón Iver"",""Christian Uauy"",""Juan Pablo Vega""]","[""Alineamiento ejecutivo"",""Equipos de alto desempeño"",""Caso de negocio"",""Comités"",""Definiciones estratégicas"",""Descriptor de cargo"",""Plan de comunicación"",""Plan de implementación"",""Eficiencia"",""Estructura"",""KPIs"",""Liderazgo"",""Mapeo de procesos"",""Mejores practicas"",""Modelo operativo""]",Rafael Cox,Fiscal CMPC,10/18/2022,1/4/2022,"Se diseñó el modelo operativo para la Gerencia de Seguridad de CMPC, una gerencia recientemente creada que tiene por objetivo responder a los problemas de seguridad que Chile atraviesa y que impactan fuertemente en las operaciones de la compañía",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC02 - Modelo operativo security,Josue Meneses,12/10/2024 11:29 AM,8/9/2026 7:02 PM,,Juan Pablo Vega,Andres Justiniano
CMPC03,#SomosOperacionesPulp,CMPC,RR Naturales,Eficiencia operacional,"[""Por Definir""]","[""Modelo operativo"","" Gerencia de Operaciones"","" Planificación estratégica"","" Procesos de transformación"","" Involucramiento de líderes"","" Comunicación organizacional"","" Desarrollo de equipos"","" Implementación de cambios"","" Estrategia de negocio""]",Por Definir,,,,"Se busca potenciar la Gerencia de Operaciones Pulp de CMPC a través de la implementación de un nuevo modelo operativo integrado, con un enfoque en la eficiencia operacional y la mejora de los resultados operativos. Se incluye un plan de implementación detallado y un proceso de benchmarking para identificar oportunidades de mejora.",/sites/Proyectos-TheHouse/Documentos compartidos/CMPC/CMPC03 - Operaciones Pulp,Josue Meneses,12/10/2024 11:29 AM,8/20/2026 8:21 AM,,,Sofía Figueroa
COL01,Alineamiento Ejecutivo,Collahuasi,Minería,Gestión del cambio,"[""Por Definir""]","[""Alineamiento ejecutivo"","" Desarrollo ejecutivo"","" Dinámica de equipo"","" Liderazgo"","" Propósito"","" Plan de implementación"","" Feedback"","" Capacidades organizacionales"","" Crisis organizacional""]",Por Definir,,,,Diagnóstico de alineamiento ejecutivo para el equipo ejecutivo de Collahuasi. Se identificaron problemas en la dinámica de trabajo y se propusieron cambios para alinear al equipo con la estrategia de Optimización.,/:f:/s/Proyectos-TheHouse/Emt-Jhj91MNFoc6x2TerW94BulD3iOp9R613BdCZdSOGMQ?e=bvPLbF,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 9:01 AM,,,
COL02,Assesment Ejecutivos,Collahuasi,Minería,Gestión del cambio,"[""Por Definir""]","[""Desarrollo ejecutivo"","" Equipo de alto desempeño"","" Dinámica de equipo"","" Liderazgo"","" Entrevista"","" Evaluación 360°"","" Propósito"","" Comunicación"","" Confianza""]",Por Definir,,,,Programa de Desarrollo Ejecutivo enfocado en mejorar la dinámica y desempeño del equipo ejecutivo de una compañía minera en Chile. Se utilizó el test DISC para identificar estilos de liderazgo y se realizaron talleres para fortalecer competencias y relaciones.,/:f:/s/Proyectos-TheHouse/Eqi2O_ErOzZBvN76RHAYD6gB_3D7GqkpjMZjnuUmJEZCcQ?e=baN2cN,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 9:04 AM,,,
COL03,Modelo de gestión de personas y desarrollo ejecutivo,Collahuasi,Minería,Rediseño organizacional y gobernanza,"[""Por Definir""]","[""Desarrollo de equipo ejecutivo"","" Diagnóstico organizacional"","" Planes de desarrollo"","" Comunicación en cascada"","" Validación de resultados"","" Gestión del desempeño"","" Identificación de potencialidades"","" Roles en el CGR"","" Estrategia organizacional""]",Por Definir,,,,Diagnóstico y metodología para potenciar las capacidades organizacionales en CMDIC. Generación de planes de desarrollo y plan de comunicación interna. Validación de resultados por Vicepresidencia y calibración general en Comité ampliado.,/:f:/s/Proyectos-TheHouse/EoRmJRMzL_JMnA4XY9xEeQMBRNZ_wJVz987qEnX7Kxxwcg?e=sXozgN,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 9:12 AM,,,
COL04,Modelo de gestión de personas y desarrollo ejecutivo 2da etapa,Collahuasi,Minería,Rediseño organizacional y gobernanza,"[""Por Definir""]","[""Desarrollo de personas"","" Identificación de potencialidades"","" Planes de desarrollo"","" Feedback"","" Coaching"","" Riesgos organizacionales"","" Visión organizacional"","" Ciclo de Gestión de Talento"","" Evaluación de desempeño""]",Por Definir,,,,"Proceso de identificación y desarrollo de potencialidades en CMDIC, con diseño de planes de desarrollo para ejecutivos, sesiones de feedback, coaching y análisis de riesgos organizacionales.",/:f:/s/Proyectos-TheHouse/Etc7RzYoc9VLoD2iZwXmZbQBc8HyepjTNix8wAFqFTx8zw?e=zpjRq7,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 9:12 AM,,,
COL08,Asesoría estratégica a la Presidencia Ejecutiva,Collahuasi,Minería,Estrategia,"[""Por Definir""]","[""Gestión integral de riesgos"","" Seguridad"","" Minería"","" Ciclo de Gestión de Riesgos"","" Salud ocupacional"","" Productividad"","" Continuidad operacional"","" Prácticas de gestión"","" Valor""]",Por Definir,,,,"Implementación de un plan integral de gestión de riesgos en la industria minera para mejorar la seguridad, la salud ocupacional y la productividad, con un enfoque en la continuidad operacional y la captura de valor.",/sites/Proyectos-TheHouse/Documentos compartidos/Collahuasi/COL08 - Apoyo presentación Jorge Gómez,Josue Meneses,12/10/2024 11:29 AM,7/31/2026 12:33 PM,,,Sofía Figueroa
CSC01,Hoja de ruta presupuesto 2022,Cencosud Shopping,Consumo masivo,Estrategia,"[""Por Definir""]","[""Análisis de la industria"","" Retail"","" Innovación"","" Crecimiento"","" Rentabilidad"","" Sostenibilidad"","" ESG"","" Consumidores"","" Experiencia del cliente""]",Por Definir,,,,"Se desarrolló un plan estratégico para Cencosud Shopping centrado en la innovación, el crecimiento y la rentabilidad, con un enfoque en la experiencia del cliente y la sostenibilidad.",/:f:/s/Proyectos-TheHouse/EsB6H9f39WZPvQrh-VA8oQABQMFc9pi-8ENLp49ihBibhg?e=2KqZfg,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 10:07 AM,,,
CSC04,Reimpulsando el crecimiento de Cenco Shopping,Cencosud Shopping,Consumo masivo,Estrategia,"[""Por Definir""]","[""Estrategia"","" Desarrollo de equipo ejecutivo"","" Innovación"","" Crecimiento"","" Liderazgo"","" Encuesta"","" Tendencias de la industria"","" Propósito"","" Cultura organizacional""]",Por Definir,,,,"Se plantea un plan estratégico para Cencosud Shopping hasta el 2028, enfocado en liderar la industria, innovar, conocer al cliente, crecer y ser sostenible. Se busca transformar la empresa y generar un impacto positivo en la comunidad.",/:f:/s/Proyectos-TheHouse/EryqDVP-8ZpItQSlmHgimFQBA_p14LTBHL6LtEMKEn7ytw?e=KLU8xB,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 10:07 AM,,,
CUI01,Planificación Estratégica,Fundación Cuida Futuro,Non-profit,Estrategia,"[""Por Definir""]","[""Definiciones estratégicas"","" Propósito"","" Misión"","" Visión"","" Ámbitos de acción"","" Iniciativas estratégicas"","" Fuentes de financiamiento"","" Sistema organizacional"","" Segmentos""]",Por Definir,,,,"Se realizaron talleres para definir el propósito, misión, visión, ámbitos de acción, iniciativas estratégicas y fuentes de financiamiento de la Fundación Cuida Futuro, avanzando en su diseño estratégico.",/:f:/s/Proyectos-TheHouse/EpjTrqXelP9KqIlkZbMcdQsBj66U2rqPh1KZsXpZOgcPGg?e=ikd94h,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 10:08 AM,,,
DET01,ODS5 Transformación de procesos administrativos,Codelco División El Teniente,Minería,Eficiencia operacional,"[""José Miguel Sepúlveda"",""Javier Uribe"",""Juan Diego Covarrubias"",""Juan Ignacio Castro""]","[""Eficiencia"","" Rediseño de procesos"","" Contratos"","" Metas concretas"","" Planificación estratégica"","" Colaboración"","" Comunicación"","" Optimización de recursos"","" Valor agregado""]",Por Definir,,,,"Apoyo en la disminución de contratos y rediseño del abastecimiento de proyectos en la División el Teniente, con el objetivo de optimizar procesos, reducir transacciones y promover un estilo colaborativo de trabajo.",/:f:/s/Proyectos-TheHouse/IgD9vVRAkFgKQIczfne6hHFEAbFPv3U3czalvRLtrQhjxH4?e=s86qDb,María Fé Solís,12/10/2024 11:29 AM,6/12/2026 7:52 AM,,,
EAS01,Modernizar modelo operativo,Easy,Consumo masivo,Eficiencia operacional,"[""Por Definir""]","[""Eficiencia operacional"","" Reducción de costos"","" Mejora de servicio"","" Optimización de procesos"","" Rentabilidad"","" Modelo operativo"","" Horarios de tiendas"","" Dotación de personal"","" Implementación""]",Por Definir,,,,"Modernización del modelo operativo en tiendas Easy para reducir costos y mejorar el nivel de servicio, impactando directamente en los ingresos. Se busca rentabilizar el negocio mediante el rediseño de procesos operativos, horarios de tiendas y dotación de personal.",/sites/Proyectos-TheHouse/Documentos compartidos/Easy/EAS01 - Modernizar modelo operativo,Josue Meneses,12/10/2024 11:29 AM,8/10/2026 6:06 AM,,,Gerardo Boetsch
EAS03,Gestión de existencias,Easy,Consumo masivo,Eficiencia operacional,"[""Por Definir""]","[""Incentivos"","" Bonos"","" Gestión de inventarios"","" Proceso de cambio"","" Capacitación"","" Implementación de procesos"","" Roles y funciones"","" Sistemas y herramientas"","" Diagnóstico""]",Por Definir,,,,"Se busca potenciar la gestión integrada de inventarios en Easy, ajustando procesos y sistemas para reflejar con precisión la realidad de las tiendas. Se propone un plan de trabajo de 20 semanas con instancias de seguimiento y validación.",/:f:/s/Proyectos-TheHouse/EiHgYQawP3NMoDFJYewt_ZEBCHAMk6nRUu4UnDKuQwmtxA?e=SaDxXR,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 10:10 AM,,,
EAS04,Estructura organizacional venta empresas,Easy,Retail,Sistema organizacional,"[""Josefina Correa"",""Juan Pablo Arriagada"",""Catalina Iacobelli"",""Isidora Navarro"",""Pablo Guarda"",""José Miguel Sepúlveda"",""Pablo González"",""Alejandra Loyola""]","[""Estructura"",""Diagnostico"",""Incentivos"",""Mapeo de procesos""]",Felipe Longo,Gerente General,3/1/2021,19/3/2021,"Definir una estructura de alto nivel para venta empresas (VE) de Easy. Además, se propusieron cambios al área comercial: se delimitaron funciones de los distintos cargos y se realizó una propuesta de ajuste de incentivos",/sites/Proyectos-TheHouse/Documentos compartidos/Easy/EAS04 - Estructura organizacional Venta Empresas,Josue Meneses,12/10/2024 11:29 AM,7/23/2026 7:45 AM,,Jose Miguel Sepúlveda Donoso,
EDMG01,Planificación estratégica,EDELMAG,RR Naturales,Estrategia,"[""Por Definir""]","[""Plan estratégico"","" Desarrollo de proyectos"","" Gobernanza"","" Estrategia de negocio"","" Capacidades organizacionales"","" Inversiones"","" Estructura organizacional"","" Retención de talento"","" Comités de directores""]",Por Definir,,,,"Se ajustó el plan estratégico de EDELMAG considerando nuevos competidores, cambios regulatorios y capacidades del equipo. Se propuso una nueva estructura organizacional y roles para ejecutar el plan de inversiones.",/sites/Proyectos-TheHouse/Documentos compartidos/Edelmag/EDMG01 - Planificación estratégica,Josue Meneses,12/10/2024 11:29 AM,8/20/2026 7:16 AM,Constanza Aguilera,,Florencia Santa Cruz
ENA01,Modelo de Talento ENAP,ENAP,RR Naturales,Rediseño organizacional y gobernanza,"[""Por Definir""]","[""Desarrollo ejecutivo"","" Plan de implementación"","" Evaluación de desempeño"","" Coaching"","" Modelo de talento"","" Diálogo de desarrollo"","" Aprendizaje a través de otros"","" Estrategia"","" Liderazgo""]",Por Definir,,,,"Implementación de un Modelo de Gestión de Talento para identificar a ejecutivos en zona de talento y comenzar un Programa de Desarrollo de Equipos Ejecutivos. Se incluyen talleres, encuestas y diálogos de desarrollo para mejorar el desempeño y potencial de los ejecutivos.",/sites/Proyectos-TheHouse/Documentos compartidos/ENAP/ENA01- Modelo de Talento ENAP,Josue Meneses,12/10/2024 11:29 AM,8/20/2026 7:16 AM,Mariana  Hernandez Eyquem,,Florencia Santa Cruz
EQU01,Cultura de Servicio,Equifax,Servicios financieros,Gestión del cambio,"[""Por Definir""]","[""Cultura organizacional"","" Liderazgo"","" Capacitación"","" Comunicación"","" Cambio organizacional"","" Estrategia"","" Conductas organizacionales"","" Innovación"","" Compromiso""]",Por Definir,,,,"Desarrollo de la Cultura de Servicio en Equifax a través de la capacitación y empoderamiento de líderes, definición de conductas y pilares, y creación de un relato estratégico para alinear a toda la organización.",/:f:/s/Proyectos-TheHouse/Eq5vsLD33Y1LihUnmG4dPkABBiF0nXur6ElHUE-FAPVHwg?e=qmps6y,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 10:15 AM,,,
EQU02,Moderación Taller,Equifax,Servicios financieros,Gestión del cambio,"[""Por Definir""]","[""Alineamiento estratégico"","" Equipo ejecutivo"","" Diagnóstico"","" Implementación de estrategia"","" Propuesta de valor"","" Plan de implementación"","" Encuesta organizacional"","" Análisis de información"","" Cultura de servicio""]",Por Definir,,,,"Proyecto de alineamiento estratégico para Equifax, diseñando una estrategia local alineada con objetivos corporativos, con participación del equipo ejecutivo y entrega de informe con conclusiones y plan de implementación.",/:f:/s/Proyectos-TheHouse/Eivdn86dkExKivt0QfBJ-LMBTThtvddKAYuixilz5STZzg?e=OmLY8N,Aldemar  Pinzón,12/10/2024 11:29 AM,2/17/2025 10:15 AM,,,
